MessageCode	周期	安全等级	异源备份	故障概率上限	故障概率(原本)	故障概率(重打包)
7944179585133561344	10	A	否	1.0000000000e-06	2.7087694882e-06	7.3374321401e-12
17308256193368343596	100	A	否	1.0000000000e-06	2.7087694882e-06	7.3374321401e-12
16811061881394398069	100	A	否	1.0000000000e-06	2.7087694882e-06	7.3374321401e-12
6151532290212844221	10	B	否	1.0000000000e-07	2.7087694882e-06	7.3374321401e-12
17349078478125344007	10	A	否	1.0000000000e-06	2.7691500547e-06	7.6681920255e-12
4941858139042313758	100	A	否	1.0000000000e-06	2.7087694882e-06	7.3374321401e-12
9845783336421380834	100	A	否	1.0000000000e-06	2.7087694882e-06	7.3374321401e-12
6253346153538252154	100	A	否	1.0000000000e-06	2.7087694882e-06	7.3374321401e-12
1927560474357723674	20	B	否	1.0000000000e-07	2.7087694882e-06	7.3374321401e-12
5961001119850427107	100	A	否	1.0000000000e-06	2.7087694882e-06	7.3374321401e-12
14252917408771519298	10	B	否	1.0000000000e-07	2.7087694882e-06	7.3374321401e-12
5427902647304715143	20	A	否	1.0000000000e-06	2.7087694882e-06	7.3374321401e-12
2527590932796859997	20	A	否	1.0000000000e-06	2.7087694882e-06	7.3374321401e-12
1267052419081743373	20	A	否	1.0000000000e-06	2.7087694882e-06	7.3374321401e-12
10164412105335636189	100	A	否	1.0000000000e-06	2.7087694882e-06	7.3374321401e-12
5577507952245476461	1	A	否	1.0000000000e-06	2.8899003198e-06	8.3515238585e-12
5250471428333279328	100	A	否	1.0000000000e-06	2.7087694882e-06	7.3374321401e-12
8947106996046918860	100	A	否	1.0000000000e-06	2.7087694882e-06	7.3374321401e-12
9712589589424581968	10	A	否	1.0000000000e-06	2.7691500547e-06	7.6681920255e-12
8117783671707406005	100	A	否	1.0000000000e-06	2.7087694882e-06	7.3374321401e-12
1689146473396031361	10	A	否	1.0000000000e-06	2.7087694882e-06	7.3374321401e-12
U 未添加副本:	0.2807760000
U 添加副本:	0.5635320000
MessageCode	周期	安全等级	异源备份	故障概率上限	故障概率(原本)	故障概率(重打包)
6958937394328325012	1	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
7411283291098199330	1	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
18197685042083596468	5	A	是	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
15814915523692201012	10	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
10296024032611136327	5	B	否	1.0000000000e-07	2.8890953660e-06	8.3468720340e-12
4230032913027956932	20	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
11439508600457550971	10	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
17211424019345016733	10	D	否	1.0000000000e-08	2.8890953660e-06	8.3468720340e-12
13473694018288818480	20	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
6476368252774129396	100	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
12894097009004141030	10	B	否	1.0000000000e-07	2.8890953660e-06	8.3468720340e-12
11035875389407232468	20	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
13703428898833850134	10	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
17703467082840868241	100	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
13145997811059308442	20	A	否	1.0000000000e-06	2.9534896344e-06	8.7231010203e-12
2011063101483079802	10	A	否	1.0000000000e-06	2.9534896344e-06	8.7231010203e-12
6438540017287041772	20	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
17496141272227090764	10	A	否	1.0000000000e-06	2.9534896344e-06	8.7231010203e-12
6784595156313735910	10	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
10662038524683549811	10	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
9089901615861722999	20	A	否	1.0000000000e-06	2.9534896344e-06	8.7231010203e-12
11937056776688191019	10	A	否	1.0000000000e-06	2.9534896344e-06	8.7231010203e-12
2644290197522711109	100	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
15609024284938315872	20	A	否	1.0000000000e-06	2.9534896344e-06	8.7231010203e-12
15238462674379615892	100	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
8021906394822888330	100	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
14868804079859404324	20	A	否	1.0000000000e-06	2.9534896344e-06	8.7231010203e-12
16457107008599400349	20	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
9360924561925049639	20	A	否	1.0000000000e-06	2.9534896344e-06	8.7231010203e-12
7422881806727213321	10	A	否	1.0000000000e-06	2.9534896344e-06	8.7231010203e-12
16696296731599774573	20	A	否	1.0000000000e-06	2.9534896344e-06	8.7231010203e-12
244160375644055874	20	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
1718088970792244204	20	A	否	1.0000000000e-06	2.9534896344e-06	8.7231010203e-12
8794427001457249001	10	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
16978502274680300086	100	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
17231485606667511022	10	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
12406447138134047860	10	B	否	1.0000000000e-07	2.8890953660e-06	8.3468720340e-12
14803340463651062932	10	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
17821044776358836849	20	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
11138873256775167301	20	C	否	1.0000000000e-07	2.9534896344e-06	8.7231010203e-12
1428119995792397275	20	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
7823757703094811045	20	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
15246502313306299894	100	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
12718161978364074746	20	B	否	1.0000000000e-07	2.8890953660e-06	8.3468720340e-12
13333517417744314475	1	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
9486591423785749098	20	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
1335038812153817944	20	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
11649784686390195505	20	C	否	1.0000000000e-07	2.8890953660e-06	8.3468720340e-12
17699147762010126032	20	A	否	1.0000000000e-06	2.9534896344e-06	8.7231010203e-12
363513574727669156	10	A	否	1.0000000000e-06	2.9534896344e-06	8.7231010203e-12
5830109885831638433	10	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
2053128839701913305	20	B	否	1.0000000000e-07	2.9534896344e-06	8.7231010203e-12
12829131078903591727	20	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
12727901673286298342	10	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
1855754612678459788	100	C	否	1.0000000000e-07	2.8890953660e-06	8.3468720340e-12
5680395248823496046	100	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
5190270084407775797	20	C	否	1.0000000000e-07	2.8890953660e-06	8.3468720340e-12
14014137000158459094	10	A	否	1.0000000000e-06	2.9534896344e-06	8.7231010203e-12
3449629938136975912	20	B	否	1.0000000000e-07	2.8890953660e-06	8.3468720340e-12
13646592279423664704	10	A	否	1.0000000000e-06	2.9534896344e-06	8.7231010203e-12
15433207458169745737	100	A	否	1.0000000000e-06	3.0178797816e-06	9.1075983762e-12
4444102399215630597	10	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
11314338598618421740	20	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
12331515597063862763	50	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
15981414712622154261	100	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
9754499526144686958	100	B	否	1.0000000000e-07	2.8890953660e-06	8.3468720340e-12
2643110291523439703	100	B	否	1.0000000000e-07	2.8890953660e-06	8.3468720340e-12
5272246808940396554	20	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
10820903866074647332	20	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
11705932661493171956	100	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
5261445931411742708	100	D	否	1.0000000000e-08	3.0178797816e-06	9.1075983762e-12
6374620848963922463	100	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
12313685675493271246	100	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
2802720740935329586	10	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
12443935818913434348	10	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
3587531045283411166	100	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
643473153119987860	100	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
13284120991504424918	10	A	否	1.0000000000e-06	2.9534896344e-06	8.7231010203e-12
12654034299875654700	100	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
7944179585133561344	10	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
17308256193368343596	100	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
16811061881394398069	100	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
6151532290212844221	10	B	否	1.0000000000e-07	2.8890953660e-06	8.3468720340e-12
17349078478125344007	10	A	否	1.0000000000e-06	2.9534896344e-06	8.7231010203e-12
4941858139042313758	100	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
9845783336421380834	100	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
6253346153538252154	100	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
1927560474357723674	20	B	否	1.0000000000e-07	2.8890953660e-06	8.3468720340e-12
5961001119850427107	100	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
14252917408771519298	10	B	否	1.0000000000e-07	2.8890953660e-06	8.3468720340e-12
5427902647304715143	20	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
2527590932796859997	20	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
1267052419081743373	20	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
10164412105335636189	100	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
5577507952245476461	1	A	否	1.0000000000e-06	3.0822658080e-06	9.5003625111e-12
5250471428333279328	100	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
8947106996046918860	100	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
9712589589424581968	10	A	否	1.0000000000e-06	2.9534896344e-06	8.7231010203e-12
8117783671707406005	100	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
1689146473396031361	10	A	否	1.0000000000e-06	2.8890953660e-06	8.3468720340e-12
U 未添加副本:	0.2807760000
U 添加副本:	0.5635320000
MessageCode	周期	安全等级	异源备份	故障概率上限	故障概率(原本)	故障概率(重打包)
6958937394328325012	1	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
7411283291098199330	1	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
18197685042083596468	5	A	是	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
15814915523692201012	10	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
10296024032611136327	5	B	否	1.0000000000e-07	3.0693889324e-06	9.4211484182e-12
4230032913027956932	20	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
11439508600457550971	10	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
17211424019345016733	10	D	否	1.0000000000e-08	3.0693889324e-06	9.4211484182e-12
13473694018288818480	20	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
6476368252774129396	100	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
12894097009004141030	10	B	否	1.0000000000e-07	3.0693889324e-06	9.4211484182e-12
11035875389407232468	20	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
13703428898833850134	10	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
17703467082840868241	100	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
13145997811059308442	20	A	否	1.0000000000e-06	3.1377954461e-06	9.8457602616e-12
2011063101483079802	10	A	否	1.0000000000e-06	3.1377954461e-06	9.8457602616e-12
6438540017287041772	20	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
17496141272227090764	10	A	否	1.0000000000e-06	3.1377954461e-06	9.8457602616e-12
6784595156313735910	10	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
10662038524683549811	10	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
9089901615861722999	20	A	否	1.0000000000e-06	3.1377954461e-06	9.8457602616e-12
11937056776688191019	10	A	否	1.0000000000e-06	3.1377954461e-06	9.8457602616e-12
2644290197522711109	100	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
15609024284938315872	20	A	否	1.0000000000e-06	3.1377954461e-06	9.8457602616e-12
15238462674379615892	100	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
8021906394822888330	100	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
14868804079859404324	20	A	否	1.0000000000e-06	3.1377954461e-06	9.8457602616e-12
16457107008599400349	20	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
9360924561925049639	20	A	否	1.0000000000e-06	3.1377954461e-06	9.8457602616e-12
7422881806727213321	10	A	否	1.0000000000e-06	3.1377954461e-06	9.8457602616e-12
16696296731599774573	20	A	否	1.0000000000e-06	3.1377954461e-06	9.8457602616e-12
244160375644055874	20	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
1718088970792244204	20	A	否	1.0000000000e-06	3.1377954461e-06	9.8457602616e-12
8794427001457249001	10	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
16978502274680300086	100	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
17231485606667511022	10	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
12406447138134047860	10	B	否	1.0000000000e-07	3.0693889324e-06	9.4211484182e-12
14803340463651062932	10	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
17821044776358836849	20	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
11138873256775167301	20	C	否	1.0000000000e-07	3.1377954461e-06	9.8457602616e-12
1428119995792397275	20	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
7823757703094811045	20	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
15246502313306299894	100	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
12718161978364074746	20	B	否	1.0000000000e-07	3.0693889324e-06	9.4211484182e-12
13333517417744314475	1	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
9486591423785749098	20	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
1335038812153817944	20	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
11649784686390195505	20	C	否	1.0000000000e-07	3.0693889324e-06	9.4211484182e-12
17699147762010126032	20	A	否	1.0000000000e-06	3.1377954461e-06	9.8457602616e-12
363513574727669156	10	A	否	1.0000000000e-06	3.1377954461e-06	9.8457602616e-12
5830109885831638433	10	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
2053128839701913305	20	B	否	1.0000000000e-07	3.1377954461e-06	9.8457602616e-12
12829131078903591727	20	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
12727901673286298342	10	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
1855754612678459788	100	C	否	1.0000000000e-07	3.0693889324e-06	9.4211484182e-12
5680395248823496046	100	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
5190270084407775797	20	C	否	1.0000000000e-07	3.0693889324e-06	9.4211484182e-12
14014137000158459094	10	A	否	1.0000000000e-06	3.1377954461e-06	9.8457602616e-12
3449629938136975912	20	B	否	1.0000000000e-07	3.0693889324e-06	9.4211484182e-12
13646592279423664704	10	A	否	1.0000000000e-06	3.1377954461e-06	9.8457602616e-12
15433207458169745737	100	A	否	1.0000000000e-06	3.2061973083e-06	1.0279701180e-11
4444102399215630597	10	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
11314338598618421740	20	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
12331515597063862763	50	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
15981414712622154261	100	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
9754499526144686958	100	B	否	1.0000000000e-07	3.0693889324e-06	9.4211484182e-12
2643110291523439703	100	B	否	1.0000000000e-07	3.0693889324e-06	9.4211484182e-12
5272246808940396554	20	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
10820903866074647332	20	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
11705932661493171956	100	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
5261445931411742708	100	D	否	1.0000000000e-08	3.2061973083e-06	1.0279701180e-11
6374620848963922463	100	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
12313685675493271246	100	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
2802720740935329586	10	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
12443935818913434348	10	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
3587531045283411166	100	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
643473153119987860	100	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
13284120991504424918	10	A	否	1.0000000000e-06	3.1377954461e-06	9.8457602616e-12
12654034299875654700	100	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
7944179585133561344	10	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
17308256193368343596	100	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
16811061881394398069	100	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
6151532290212844221	10	B	否	1.0000000000e-07	3.0693889324e-06	9.4211484182e-12
17349078478125344007	10	A	否	1.0000000000e-06	3.1377954461e-06	9.8457602616e-12
4941858139042313758	100	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
9845783336421380834	100	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
6253346153538252154	100	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
1927560474357723674	20	B	否	1.0000000000e-07	3.0693889324e-06	9.4211484182e-12
5961001119850427107	100	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
14252917408771519298	10	B	否	1.0000000000e-07	3.0693889324e-06	9.4211484182e-12
5427902647304715143	20	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
2527590932796859997	20	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
1267052419081743373	20	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
10164412105335636189	100	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
5577507952245476461	1	A	否	1.0000000000e-06	3.2745945194e-06	1.0722969267e-11
5250471428333279328	100	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
8947106996046918860	100	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
9712589589424581968	10	A	否	1.0000000000e-06	3.1377954461e-06	9.8457602616e-12
8117783671707406005	100	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
1689146473396031361	10	A	否	1.0000000000e-06	3.0693889324e-06	9.4211484182e-12
U 未添加副本:	0.2807760000
U 添加副本:	0.5615520000
MessageCode	周期	安全等级	异源备份	故障概率上限	故障概率(原本)	故障概率(重打包)
6958937394328325012	1	A	否	1.0000000000e-06	3.2496501930e-06	1.0560226377e-11
7411283291098199330	1	A	否	1.0000000000e-06	3.2496501930e-06	1.0560226377e-11
18197685042083596468	5	A	是	1.0000000000e-06	3.2496501930e-06	1.0560226377e-11
15814915523692201012	10	A	否	1.0000000000e-06	3.2496501930e-06	1.0560226377e-11
10296024032611136327	5	B	否	1.0000000000e-07	3.2496501930e-06	1.0560226377e-11
4230032913027956932	20	A	否	1.0000000000e-06	3.2496501930e-06	1.0560226377e-11
11439508600457550971	10	A	否	1.0000000000e-06	3.2496501930e-06	1.0560226377e-11
17211424019345016733	10	D	否	1.0000000000e-08	3.2496501930e-06	1.0560226377e-11
13473694018288818480	20	A	否	1.0000000000e-06	3.2496501930e-06	1.0560226377e-11
6476368252774129396	100	A	否	1.0000000000e-06	3.2496501930e-06	1.0560226377e-11
12894097009004141030	10	B	否	1.0000000000e-07	3.2496501930e-06	1.0560226377e-11
11035875389407232468	20	A	否	1.0000000000e-06	3.2496501930e-06	1.0560226377e-11
